date,AAPL,AMD,AMZN,BABA,BAC,BBY,GE,GM,GOOG,JPM,MA,META,PFE,RRC,SBUX,T,UAA,WMT,XOM
1990-01-02,0.2621293365955353,4.125,,,4.436746597290039,0.136116474866867,11.41299533843994,,,3.291015625,,,0.9492188692092896,3.2802462577819824,,1.409457087516785,,1.1972784996032717,3.8665120601654057
1990-01-03,0.2638885080814361,4.0,,,4.472427845001221,0.1524506509304046,11.391624450683594,,,3.400717258453369,,,0.952561616897583,3.2802462577819824,,1.3849691152572632,,1.1972784996032717,3.827845335006714
1990-01-04,0.2647690176963806,3.9375,,,4.37727165222168,0.1497287154197693,11.327508926391602,,,3.4144275188446045,,,0.9676015973091124,3.2802462577819824,,1.3736183643341064,,1.190926194190979,3.7891831398010254
1990-01-05,0.2656485736370086,3.8125,,,4.282115936279297,0.1497287154197693,11.22064208984375,,,3.4281415939331055,,,0.9592455625534058,3.2802462577819824,,1.307419776916504,,1.1782232522964478,3.76984977722168
1990-01-08,0.26740762591362,3.8125,,,4.305901050567627,0.1388390809297561,11.284760475158691,,,3.4281415939331055,,,0.9508896470069884,3.2802462577819824,,1.3294858932495115,,1.1941026449203491,3.827845335006714
1990-01-09,0.2647690176963806,3.875,,,4.305901050567627,0.1388390809297561,11.049662590026855,,,3.3184409141540527,,,0.9308356642723083,3.2802462577819824,,1.2991440296173096,,1.162344217300415,3.750518321990967
1990-01-10,0.2533338069915771,3.8125,,,4.222639560699463,0.136116474866867,11.071036338806152,,,3.3047304153442383,,,0.9475473761558532,3.2802462577819824,,1.2632873058319092,,1.162344217300415,3.76984977722168
1990-01-11,0.2427779585123062,3.875,,,4.18695592880249,0.1333945095539093,11.071036338806152,,,3.2635884284973145,,,0.9375209212303162,3.2802462577819824,,1.2743209600448608,,1.175047755241394,3.7891831398010254
1990-01-12,0.2427779585123062,3.75,,,4.068006992340088,0.1306719332933426,10.79318904876709,,,3.236166477203369,,,0.9208093285560608,3.2802462577819824,,1.2357040643692017,,1.130585789680481,3.6925199031829834
1990-01-15,0.2410188168287277,3.625,,,3.94906234741211,0.1333945095539093,10.7076997756958,,,3.236166477203369,,,0.9191380739212036,3.2802462577819824,,1.2163968086242676,,1.114707112312317,3.740849733352661
